IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Prev_Sem_Result_%
87,3,Yes,3,9,4,Not Placed,50.8
120,8,No,5,8,2,Placed,62.6
115,2,No,4,6,5,Placed,96.1
94,9,No,3,8,3,Placed,96.3
112,4,No,6,8,2,Placed,89.9
105,7,No,7,1,3,Not Placed,99.1
122,10,Yes,5,8,3,Placed,90.3
101,7,Yes,0,7,5,Not Placed,50.5
115,8,Yes,6,8,2,Placed,64.4
139,7,No,3,8,0,Not Placed,51.5
108,4,No,1,10,3,Not Placed,54.7
100,7,No,2,10,5,Not Placed,60.9
110,5,No,9,6,0,Not Placed,75.2
94,10,No,3,9,4,Placed,92.4
135,7,No,6,3,3,Placed,93.1
102,3,No,8,10,3,Not Placed,80.8
95,10,No,9,1,5,Not Placed,96.4
87,7,No,10,9,4,Not Placed,75
116,7,Yes,5,10,2,Placed,94.5
113,2,Yes,9,10,2,Placed,72.7
92,8,No,4,2,0,Not Placed,63.9
108,7,No,8,3,4,Not Placed,95.8
77,9,Yes,7,4,3,Not Placed,69.4
102,4,Yes,7,8,0,Not Placed,75.2
106,9,No,7,9,2,Not Placed,66.4
125,1,No,7,3,3,Placed,83.1
88,5,No,7,2,5,Not Placed,99.8
80,10,No,9,2,2,Not Placed,51.3
86,7,Yes,9,9,0,Not Placed,95
79,4,No,6,8,2,Not Placed,50.2
120,7,No,1,2,5,Not Placed,68.2
123,9,No,1,8,2,Placed,58.4
104,5,Yes,10,4,4,Not Placed,87.9
118,5,No,4,6,5,Not Placed,52.5
102,2,No,5,5,0,Not Placed,77.7
98,5,Yes,8,5,3,Not Placed,64.7
95,8,No,0,10,2,Not Placed,56.7
95,4,Yes,10,10,2,Placed,88.6
76,2,Yes,6,7,1,Not Placed,60.9
103,8,No,6,8,0,Not Placed,61.2
99,4,Yes,7,5,0,Not Placed,63.8
111,5,Yes,0,4,3,Not Placed,79.3
101,7,No,9,2,4,Not Placed,83
97,5,No,3,5,3,Not Placed,50.9
86,10,No,9,8,5,Not Placed,62.1
101,4,Yes,4,1,0,Not Placed,71.5
111,7,Yes,1,6,2,Not Placed,66.6
82,4,No,1,2,4,Not Placed,94.2
101,10,No,10,2,4,Not Placed,89.4
103,4,No,3,8,0,Not Placed,81.3
89,2,No,2,6,0,Not Placed,66.9
91,5,No,6,6,3,Not Placed,85
103,8,No,6,6,1,Not Placed,92.2
82,4,Yes,1,9,0,Not Placed,79.7
105,2,Yes,4,3,0,Not Placed,89.2
86,9,No,4,2,3,Not Placed,87.5
115,6,No,7,5,0,Not Placed,78.6
135,3,Yes,7,6,5,Not Placed,65.6
87,10,No,10,9,3,Placed,87.3
108,5,Yes,3,9,5,Not Placed,60.3
89,6,No,9,2,0,Not Placed,89
115,9,Yes,0,9,2,Placed,90.2
81,5,No,5,9,0,Not Placed,91.1
107,9,Yes,6,6,1,Not Placed,73.6
86,1,No,0,1,4,Not Placed,59.6
96,10,Yes,7,8,3,Not Placed,55
84,4,No,8,8,1,Not Placed,87.2
112,1,No,7,8,5,Placed,94.3
87,2,Yes,2,8,3,Not Placed,82.5
108,2,Yes,8,10,1,Not Placed,57.2
94,10,No,9,5,3,Not Placed,96.7
98,5,Yes,2,2,5,Not Placed,99.5
102,1,No,3,9,3,Not Placed,71.7
88,10,Yes,5,6,5,Not Placed,79.7
103,3,Yes,6,3,4,Not Placed,88.9
122,6,Yes,7,1,0,Not Placed,86.8
88,1,Yes,6,5,3,Not Placed,98.4
117,1,No,2,4,3,Not Placed,55.7
122,3,No,10,4,5,Not Placed,79
87,9,No,10,9,4,Placed,84.6
78,2,No,1,6,5,Not Placed,94.5
104,6,Yes,10,8,5,Placed,93.7
91,3,No,1,9,3,Placed,98.9
128,6,Yes,8,1,3,Not Placed,75.6
100,7,Yes,6,7,2,Not Placed,91.5
87,7,Yes,6,7,2,Not Placed,71.4
82,2,No,4,9,5,Not Placed,71.1
116,3,No,5,1,2,Not Placed,62.7
91,4,No,6,2,4,Not Placed,90.9
100,8,No,8,6,5,Not Placed,99.3
114,5,No,9,4,3,Not Placed,62.8
92,1,No,3,5,4,Not Placed,52.8
99,9,Yes,5,5,5,Not Placed,90.8
99,1,Yes,0,10,4,Placed,81
110,2,No,6,1,1,Not Placed,98
108,7,No,3,1,0,Not Placed,62.6
96,3,Yes,1,7,1,Not Placed,53.6
100,6,Yes,3,3,5,Not Placed,74.6
94,8,Yes,7,5,5,Not Placed,54.3
77,5,No,1,8,5,Not Placed,63.1
103,1,No,0,5,0,Not Placed,56.3
128,10,No,0,10,1,Not Placed,61.2
86,3,No,6,9,3,Not Placed,55.3
88,2,Yes,6,4,4,Not Placed,97.7
86,6,No,3,7,1,Not Placed,63.9
110,5,No,4,8,1,Not Placed,72.2
106,7,Yes,4,7,3,Not Placed,94.9
97,2,No,6,4,4,Not Placed,83.9
86,6,No,2,8,0,Not Placed,80.9
101,5,No,4,10,1,Not Placed,85.3
76,6,No,6,10,0,Not Placed,91.4
102,5,Yes,10,10,2,Placed,93.9
113,7,No,6,4,5,Not Placed,82.1
81,5,Yes,8,10,1,Not Placed,94.5
77,7,Yes,3,8,4,Not Placed,76.8
123,1,No,0,8,2,Placed,63.9
90,9,Yes,4,4,2,Not Placed,94
117,6,Yes,10,5,1,Not Placed,77.1
97,9,No,3,5,1,Not Placed,95.3
97,1,No,2,5,5,Not Placed,52
106,2,Yes,6,3,2,Not Placed,69.9
86,7,Yes,8,2,1,Not Placed,97.4
101,4,No,3,1,5,Not Placed,62.5
94,10,No,5,3,4,Not Placed,97.1
80,1,Yes,0,9,4,Placed,97.7
105,5,Yes,0,7,2,Not Placed,94.1
96,4,Yes,2,2,1,Not Placed,78.2
97,6,Yes,4,8,5,Placed,82.3
81,7,Yes,5,8,5,Placed,93.5
123,3,No,8,7,2,Placed,88.8
113,6,No,8,6,4,Placed,81.5
114,2,No,9,2,1,Not Placed,99.1
95,10,Yes,10,4,5,Not Placed,84.3
74,4,Yes,0,1,4,Not Placed,98.8
129,10,Yes,1,7,5,Not Placed,52.9
99,9,Yes,10,2,1,Not Placed,56.9
88,7,No,7,6,3,Not Placed,72.6
106,2,No,4,9,4,Not Placed,69.2
117,6,No,2,5,0,Not Placed,89.1
99,4,Yes,8,5,5,Not Placed,58
119,8,No,1,4,5,Placed,98.8
116,8,No,6,1,1,Not Placed,65.8
83,1,No,9,4,3,Not Placed,71.4
89,8,No,7,9,3,Not Placed,63.7
114,10,Yes,1,9,3,Placed,79
59,7,Yes,0,7,4,Not Placed,52.9
97,1,No,2,4,5,Not Placed,57.5
78,3,No,7,9,0,Not Placed,87.3
92,5,No,3,5,3,Not Placed,59.3
95,3,No,4,10,5,Not Placed,61.8
94,3,No,8,2,2,Not Placed,89.6
91,1,Yes,3,9,1,Not Placed,54.7
83,8,Yes,8,6,1,Not Placed,71.9
134,9,Yes,5,5,5,Not Placed,51.2
128,5,Yes,6,10,0,Not Placed,67.3
82,1,Yes,7,8,5,Placed,84.9
123,1,Yes,9,2,0,Not Placed,54.5
94,9,Yes,9,5,4,Not Placed,94.4
101,1,Yes,0,10,2,Placed,95.5
99,9,Yes,8,8,1,Not Placed,55.2
90,3,No,1,4,3,Not Placed,99.5
114,3,No,2,10,3,Placed,64.9
101,4,No,0,10,1,Not Placed,54.2
92,5,No,9,9,2,Not Placed,50.3
80,6,No,10,7,2,Not Placed,70.4
86,6,No,2,7,5,Not Placed,81.5
75,10,No,1,9,3,Not Placed,66.6
100,9,No,6,3,1,Not Placed,91.8
82,1,No,6,3,3,Not Placed,85.8
96,9,No,5,10,4,Not Placed,67.5
120,4,Yes,9,7,1,Not Placed,86.7
117,7,No,10,2,2,Placed,97
99,6,No,3,10,3,Not Placed,54.7
98,9,No,2,3,0,Not Placed,65.3
128,2,No,6,6,0,Not Placed,73.2
107,2,No,10,9,4,Not Placed,74.9
95,7,No,2,4,0,Not Placed,77.1
78,9,No,8,5,4,Not Placed,65
105,5,No,9,6,4,Not Placed,83.4
112,7,No,7,3,2,Placed,82.3
90,8,Yes,6,2,2,Not Placed,78.9
104,8,Yes,1,4,1,Not Placed,55.7
94,4,No,9,6,3,Not Placed,73.8
97,10,No,2,4,5,Not Placed,67.8
62,7,Yes,7,8,0,Not Placed,74.6
96,1,Yes,10,9,3,Placed,96.1
114,4,No,2,8,3,Placed,74
90,5,No,7,7,4,Not Placed,50.7
100,10,Yes,3,2,0,Not Placed,71.9
88,7,Yes,4,10,2,Placed,91
105,6,No,8,2,3,Not Placed,89
96,4,No,10,10,4,Not Placed,75.7
85,3,No,9,5,2,Not Placed,62.5
119,6,Yes,1,4,4,Not Placed,73.3
113,10,No,2,4,3,Not Placed,78.2
90,5,No,0,4,5,Not Placed,100
107,3,No,7,7,3,Not Placed,82.2
108,4,No,10,3,3,Not Placed,84.7
109,2,Yes,8,2,0,Not Placed,74.6
74,9,Yes,9,5,0,Not Placed,67.7
115,7,No,8,6,5,Placed,90.6
91,10,Yes,2,8,3,Not Placed,74.7
94,3,No,4,3,0,Not Placed,99.7
139,8,No,8,4,4,Not Placed,72.9
104,8,Yes,4,4,4,Not Placed,53.4
94,1,Yes,0,4,5,Not Placed,84.1
66,5,Yes,0,7,5,Not Placed,52.3
120,5,No,3,4,1,Not Placed,62.5
79,3,Yes,6,7,2,Not Placed,67.7
84,2,No,6,4,4,Not Placed,87
95,1,Yes,6,10,2,Not Placed,74.7
121,4,No,5,8,1,Not Placed,51.4
111,10,No,0,5,1,Not Placed,80.8
97,2,No,10,2,5,Not Placed,70.6
104,5,No,2,9,2,Placed,96.1
90,10,Yes,4,9,3,Not Placed,75
102,2,Yes,3,1,2,Not Placed,85.4
101,1,Yes,10,5,4,Not Placed,60.9
114,10,No,3,3,2,Placed,88
114,10,Yes,8,10,4,Placed,86
107,10,No,6,5,4,Not Placed,95.2
94,10,No,8,4,4,Not Placed,51.7
111,9,No,6,3,3,Not Placed,72.4
98,2,No,9,7,3,Not Placed,84
83,10,Yes,2,5,1,Not Placed,54.8
93,4,Yes,10,1,0,Not Placed,70.5
101,3,No,9,4,3,Not Placed,97.1
113,1,No,3,1,3,Not Placed,71.8
97,8,No,8,3,1,Not Placed,99.3
81,2,Yes,0,10,1,Not Placed,52.8
100,8,No,2,10,1,Not Placed,85.9
101,1,No,10,5,2,Not Placed,79.1
102,6,No,3,6,4,Not Placed,75
113,4,Yes,3,1,3,Placed,98.5
115,3,Yes,6,10,5,Placed,56.5
91,1,Yes,10,9,4,Placed,94.8
90,10,No,3,9,0,Not Placed,84.6
84,1,Yes,9,1,1,Not Placed,62.9
110,7,No,7,7,0,Not Placed,95.1
121,6,Yes,0,4,5,Not Placed,71.5
95,3,No,2,2,5,Not Placed,90.7
96,2,No,9,2,5,Not Placed,69.4
122,10,Yes,9,6,1,Not Placed,92.5
107,3,No,5,6,1,Not Placed,81.8
106,8,No,2,5,0,Not Placed,57.1
82,7,Yes,7,3,4,Not Placed,82.5
110,7,No,6,7,5,Not Placed,59.6
86,5,No,4,3,0,Not Placed,70.6
82,10,No,1,7,2,Not Placed,58.5
94,3,No,10,2,3,Not Placed,51.1
91,1,No,4,8,3,Not Placed,60.6
96,1,No,8,2,4,Not Placed,76.8
78,6,No,10,2,4,Not Placed,74.1
114,4,Yes,4,4,4,Not Placed,75.1
116,7,Yes,2,10,0,Not Placed,62.4
70,10,No,6,1,0,Not Placed,84.3
114,10,No,2,7,5,Placed,85.2
87,10,No,7,2,0,Not Placed,67.9
112,1,No,4,6,1,Not Placed,94.1
98,6,Yes,4,5,0,Not Placed,82.2
100,7,No,5,5,3,Not Placed,85.7
97,1,Yes,10,4,3,Not Placed,63.9
118,2,No,9,5,1,Not Placed,50
81,9,No,5,9,0,Not Placed,93.3
109,9,No,2,1,0,Not Placed,91.1
116,6,No,10,2,2,Not Placed,56.2
110,4,No,6,7,2,Not Placed,68.7
134,7,No,8,9,3,Placed,83.1
92,5,No,0,3,4,Not Placed,82.6
114,3,No,3,6,5,Placed,93
98,4,No,3,5,3,Not Placed,57
118,2,No,0,9,5,Placed,71.5
99,6,Yes,5,9,1,Not Placed,54.9
94,3,No,1,10,0,Not Placed,69.5
119,7,Yes,10,3,2,Not Placed,50.8
92,4,Yes,10,10,5,Placed,94.9
78,8,No,5,10,3,Not Placed,76.4
92,1,Yes,0,2,5,Not Placed,92.5
109,9,No,9,10,1,Not Placed,53
120,3,No,4,4,4,Not Placed,61.4
101,3,Yes,5,9,3,Not Placed,63
119,5,No,9,3,0,Not Placed,69.3
79,10,No,1,4,0,Not Placed,90.1
93,1,No,0,2,2,Not Placed,69.3
95,3,Yes,6,1,1,Not Placed,60.2
98,4,No,0,5,4,Not Placed,53.2
101,2,Yes,6,4,4,Not Placed,54
110,6,No,0,10,1,Not Placed,88
93,10,No,8,2,2,Not Placed,72.2
102,4,No,4,6,0,Not Placed,86.3
99,1,No,5,5,4,Not Placed,84.1
86,3,No,6,1,1,Not Placed,56.8
98,7,No,0,10,2,Not Placed,57.1
97,3,No,7,3,0,Not Placed,87.8
97,6,No,5,4,1,Not Placed,86.1
100,6,Yes,1,1,2,Not Placed,68.9
101,1,Yes,0,8,3,Not Placed,53.9
93,2,Yes,0,3,1,Not Placed,50.6
119,10,Yes,3,5,4,Not Placed,64.4
82,6,No,2,3,1,Not Placed,50.5
89,2,Yes,10,4,0,Not Placed,61.5
141,2,No,5,9,1,Not Placed,71
84,4,No,9,3,5,Not Placed,56.1
79,8,No,7,8,0,Not Placed,55.2
111,6,No,0,6,2,Placed,94.8
68,8,No,6,6,3,Not Placed,79.3
96,4,No,7,1,0,Not Placed,96.7
132,3,Yes,4,7,2,Not Placed,67.3
76,7,Yes,7,4,2,Not Placed,83.9
70,7,No,10,8,3,Not Placed,60.2
77,2,No,0,9,4,Placed,80.9
113,1,Yes,1,2,4,Not Placed,56.5
116,8,No,3,8,1,Not Placed,50.1
92,3,No,0,8,4,Placed,96.6
110,6,No,4,6,1,Not Placed,77.7
120,7,No,9,3,0,Not Placed,96.3
126,8,No,2,5,5,Not Placed,66.7
96,6,No,1,2,5,Not Placed,66.4
65,7,No,6,6,5,Not Placed,70
87,5,No,1,3,5,Not Placed,85.3
93,3,No,8,4,0,Not Placed,78.3
96,2,No,5,9,1,Not Placed,96.3
97,7,Yes,7,10,3,Not Placed,51.3
116,8,No,2,5,3,Placed,85.4
119,8,No,4,7,4,Not Placed,66.5
97,3,No,2,9,0,Not Placed,59
116,2,Yes,8,5,0,Not Placed,75.5
105,9,No,0,1,5,Not Placed,75.3
100,6,Yes,7,2,3,Not Placed,56.9
113,10,No,5,3,2,Not Placed,60.1
101,3,No,6,3,3,Not Placed,70.4
130,5,No,1,1,3,Not Placed,70.4
78,1,No,6,9,2,Not Placed,65.9
92,2,No,0,9,4,Not Placed,57.4
98,9,Yes,6,4,1,Not Placed,50.2
106,10,No,10,9,4,Placed,98.5
119,10,No,7,4,5,Placed,97.2
99,3,Yes,1,8,2,Not Placed,74.2
78,8,Yes,9,3,2,Not Placed,99.8
112,10,No,1,9,4,Placed,83.7
111,8,No,2,4,5,Not Placed,53.4
70,5,No,9,8,5,Not Placed,55.9
99,8,No,3,2,1,Not Placed,95.8
76,2,No,7,7,4,Not Placed,81.5
90,2,No,2,2,0,Not Placed,92.2
86,4,No,5,5,0,Not Placed,94.9
112,8,No,9,9,0,Not Placed,72.4
101,2,No,10,5,1,Not Placed,52.4
80,4,Yes,7,4,1,Not Placed,59.4
113,8,Yes,9,8,2,Placed,53.3
78,3,No,1,5,3,Not Placed,59.4
104,8,Yes,3,9,1,Not Placed,70.5
87,2,No,0,9,5,Not Placed,55.9
94,1,Yes,10,2,3,Not Placed,58.3
107,6,Yes,7,10,0,Not Placed,72.3
107,8,Yes,0,9,0,Not Placed,67
120,9,Yes,8,8,3,Placed,73.4
98,10,Yes,5,10,4,Not Placed,71.5
104,8,Yes,2,7,2,Not Placed,82.2
93,2,No,7,6,2,Not Placed,96.9
102,1,Yes,1,4,4,Not Placed,55.4
106,7,Yes,10,7,5,Not Placed,55
98,7,No,2,6,3,Not Placed,92.6
72,3,No,6,8,3,Not Placed,75.3
104,6,Yes,10,1,1,Not Placed,88.3
105,7,Yes,0,3,0,Not Placed,60.8
89,9,Yes,8,8,0,Not Placed,91.4
80,1,No,9,2,3,Not Placed,96.2
122,3,No,8,9,1,Not Placed,81.8
107,5,Yes,2,2,5,Not Placed,55.3
96,3,No,3,9,5,Placed,94.8
82,8,No,1,7,1,Not Placed,89.6
87,10,Yes,9,4,2,Not Placed,87.5
119,6,Yes,10,3,2,Not Placed,51.8
102,2,Yes,0,8,3,Placed,89.9
91,1,No,10,10,5,Not Placed,56.9
107,10,No,7,7,2,Not Placed,61.1
87,5,Yes,10,10,1,Not Placed,78.9
122,9,No,8,1,4,Not Placed,63.2
120,10,No,8,7,0,Not Placed,83.1
93,9,No,9,1,3,Not Placed,80.4
90,1,No,4,1,5,Not Placed,55.4
60,3,No,4,5,2,Not Placed,82.8
77,6,Yes,4,10,2,Placed,96.2
79,5,No,5,5,1,Not Placed,58.1
102,4,No,3,2,2,Not Placed,79.9
95,2,Yes,1,7,0,Not Placed,67.1
79,4,Yes,1,3,3,Not Placed,73
95,5,Yes,5,1,2,Not Placed,64.4
107,2,No,4,7,4,Not Placed,67.7
107,10,No,3,4,4,Not Placed,51.4
71,1,No,5,4,5,Not Placed,99.1
98,7,No,3,3,5,Not Placed,81.2
79,7,Yes,9,7,3,Not Placed,75
113,8,No,3,2,4,Not Placed,69.2
111,10,No,5,7,4,Not Placed,77
86,6,No,10,10,5,Not Placed,69
88,1,No,3,8,2,Not Placed,68
93,8,No,8,2,4,Not Placed,73.2
66,2,No,6,8,2,Not Placed,63.8
105,3,No,5,7,0,Not Placed,59
95,8,No,2,10,1,Not Placed,77.8
114,4,Yes,10,8,5,Placed,92.1
83,5,No,3,3,2,Not Placed,57.6
90,9,Yes,1,6,1,Not Placed,51.6
77,7,Yes,2,1,2,Not Placed,62.3
84,10,Yes,10,7,2,Not Placed,99
82,7,No,0,4,3,Not Placed,91.4
114,1,No,8,4,2,Placed,79.8
89,1,No,9,9,4,Placed,96.5
101,8,No,2,7,4,Not Placed,72.3
94,10,No,7,8,2,Placed,99.2
80,1,No,3,6,5,Not Placed,64.8
97,10,No,10,2,5,Not Placed,62
108,2,Yes,7,3,5,Not Placed,81.9
81,4,No,6,4,0,Not Placed,68.9
112,9,No,3,2,4,Placed,81.3
87,7,Yes,6,1,1,Not Placed,65.2
92,7,Yes,7,9,0,Not Placed,80.9
107,10,No,9,10,1,Not Placed,63.8
90,7,No,2,2,2,Not Placed,52.5
100,5,No,4,5,2,Not Placed,95.6
95,1,No,10,7,2,Not Placed,94.2
101,5,No,2,2,4,Not Placed,98.5
64,8,Yes,6,6,5,Not Placed,85.8
72,7,No,5,10,0,Not Placed,84.1
109,7,No,0,8,1,Not Placed,78
115,2,No,9,7,3,Not Placed,56.3
86,1,No,4,6,5,Not Placed,59.5
96,4,Yes,3,8,0,Not Placed,64.5
104,8,No,1,2,1,Not Placed,94.5
110,1,Yes,0,4,3,Not Placed,58.6
69,2,No,6,4,0,Not Placed,96.1
86,7,Yes,6,7,0,Not Placed,76.1
95,5,No,5,7,5,Not Placed,85.8
110,6,Yes,4,3,2,Not Placed,55.5
137,8,No,8,4,5,Not Placed,63.5
96,9,No,1,1,0,Not Placed,97.9
78,8,No,10,8,5,Not Placed,63.3
106,1,No,10,4,5,Not Placed,64.8
119,4,No,2,5,5,Not Placed,59.9
101,5,No,8,5,1,Not Placed,56.5
86,9,No,1,1,2,Not Placed,61.7
114,6,No,2,1,0,Not Placed,82.1
109,6,No,5,7,2,Not Placed,72.8
84,3,No,9,1,3,Not Placed,77.7
105,2,No,6,9,1,Not Placed,56.1
114,2,No,1,6,3,Placed,90.1
117,7,Yes,7,1,1,Not Placed,89.2
99,5,No,8,1,4,Not Placed,51.1
94,10,No,0,5,3,Not Placed,69.2
118,1,Yes,5,3,4,Not Placed,53.4
81,5,No,3,8,5,Placed,89.6
106,1,No,9,8,2,Placed,86.9
79,9,No,10,10,3,Placed,95.1
115,8,Yes,9,8,0,Not Placed,61.8
96,4,Yes,4,6,5,Not Placed,72.8
119,1,No,5,5,1,Not Placed,59.2
107,8,No,5,5,0,Not Placed,68.6
81,5,Yes,6,6,0,Not Placed,76.1
121,1,No,8,6,5,Not Placed,52.7
123,2,Yes,3,10,2,Placed,85.7
113,5,No,8,9,2,Placed,77.2
88,9,No,0,7,0,Not Placed,91.4
95,10,No,8,6,5,Not Placed,63.6
102,8,No,7,10,0,Not Placed,95.2
89,10,No,1,7,0,Not Placed,99.9
125,8,No,6,3,1,Not Placed,96
102,9,Yes,6,2,2,Not Placed,88.9
59,2,Yes,1,10,3,Placed,90.6
105,7,No,7,7,2,Not Placed,78.7
94,10,Yes,5,3,0,Not Placed,59.5
98,5,Yes,5,4,3,Not Placed,83.9
94,3,Yes,10,2,5,Not Placed,85.6
112,10,No,4,5,5,Placed,99.3
116,8,No,10,5,3,Not Placed,77.1
104,2,No,7,10,3,Not Placed,63.6
94,4,Yes,9,10,2,Placed,84.2
99,5,Yes,8,1,0,Not Placed,99
100,5,Yes,4,4,5,Not Placed,58.9
87,4,No,0,3,5,Not Placed,66.3
108,3,No,10,7,5,Not Placed,77.1
106,3,Yes,5,5,0,Not Placed,58.5
123,5,Yes,0,6,4,Not Placed,51.1
118,10,No,4,2,1,Not Placed,66.8
89,6,No,5,1,2,Not Placed,93.3
112,1,Yes,2,3,5,Not Placed,52.2
85,4,No,0,10,4,Not Placed,71.4
110,10,No,1,3,4,Not Placed,88.1
92,10,Yes,10,10,5,Placed,97.7
84,6,No,2,7,4,Not Placed,99.3
104,2,Yes,2,7,2,Not Placed,71.1
59,10,Yes,1,10,1,Not Placed,97.5
73,5,Yes,5,6,3,Not Placed,51.8
97,9,No,6,4,1,Not Placed,87.3
101,3,No,4,8,1,Not Placed,82.1
94,3,No,6,10,5,Not Placed,62.5
76,9,No,2,2,5,Not Placed,75.4
87,3,Yes,10,7,0,Not Placed,56.5
105,4,No,4,1,4,Not Placed,93.6
108,9,Yes,2,8,4,Not Placed,67.9
99,4,Yes,3,5,3,Not Placed,81.3
117,5,No,5,6,0,Not Placed,57.9
105,2,No,3,6,3,Not Placed,60.3
88,8,No,3,1,5,Not Placed,99.6
95,9,No,6,7,2,Not Placed,87.7
78,10,No,5,3,0,Not Placed,98.1
98,4,No,0,2,4,Not Placed,64.8
116,3,No,7,7,3,Not Placed,58.2
110,4,Yes,0,10,0,Not Placed,75.2
121,7,No,8,9,0,Not Placed,74.7
95,1,Yes,3,4,1,Not Placed,58.7
120,2,No,6,7,0,Not Placed,86.7
97,10,Yes,4,5,0,Not Placed,68.1
122,5,Yes,9,10,4,Placed,59.3
99,9,No,2,10,2,Not Placed,66.6
110,6,Yes,7,7,3,Not Placed,78.2
122,3,Yes,9,1,2,Placed,86.3
97,3,Yes,1,10,0,Not Placed,74.1
103,7,No,10,9,4,Not Placed,76.3
119,3,Yes,9,6,4,Not Placed,56.9
98,10,Yes,2,8,4,Placed,95.7
80,3,No,4,9,4,Placed,96.4
132,10,No,4,1,1,Not Placed,84.2
92,7,No,4,5,0,Not Placed,50.9
102,9,No,6,7,1,Not Placed,76.9
117,9,Yes,7,8,1,Placed,81.5
90,3,No,7,3,0,Not Placed,99.7
84,8,No,10,8,4,Placed,99.8
103,1,No,2,5,3,Not Placed,92.9
73,8,Yes,7,1,4,Not Placed,53.2
95,2,No,9,4,4,Not Placed,97.7
103,4,No,1,2,1,Not Placed,80.6
95,7,No,3,5,2,Not Placed,90
76,6,Yes,1,4,4,Not Placed,70.4
123,9,Yes,4,2,0,Not Placed,66
101,8,No,2,7,0,Not Placed,73.2
121,2,Yes,9,2,0,Not Placed,57.3
96,4,No,9,2,1,Not Placed,67.9
86,1,Yes,10,4,3,Not Placed,92.9
104,7,Yes,2,5,3,Not Placed,51.9
96,4,No,4,10,3,Not Placed,57.5
82,8,No,3,3,4,Not Placed,56.3
122,2,No,5,9,4,Placed,70.2
90,8,Yes,4,10,2,Placed,99.8
72,2,No,9,6,2,Not Placed,58.7
119,8,Yes,4,8,2,Placed,57.3
92,1,No,2,5,1,Not Placed,95.8
90,2,Yes,3,8,3,Placed,94.1
73,5,No,2,10,4,Not Placed,51.6
126,1,No,2,6,2,Placed,87.6
80,5,No,9,7,1,Not Placed,82.8
100,5,No,8,2,5,Not Placed,88.4
113,7,No,9,6,2,Not Placed,74.7
106,2,Yes,5,5,4,Not Placed,99.6
99,2,Yes,9,8,2,Not Placed,52.2
74,6,Yes,1,5,1,Not Placed,61.7
87,10,No,0,7,5,Not Placed,69.8
102,3,Yes,2,4,5,Not Placed,72.5
88,8,Yes,2,2,1,Not Placed,96.1
103,3,No,3,3,2,Not Placed,78
110,10,Yes,3,10,4,Not Placed,52.3
114,4,No,4,4,1,Not Placed,70.4
81,7,No,3,3,3,Not Placed,70.8
132,1,Yes,1,7,1,Not Placed,98.3
111,1,No,10,5,0,Not Placed,80
99,9,No,0,3,2,Not Placed,81.8
116,6,No,9,3,3,Placed,85.7
135,5,No,6,9,4,Placed,88.5
78,2,Yes,8,9,3,Placed,81.8
96,2,Yes,8,5,5,Not Placed,61.9
64,7,No,10,2,5,Not Placed,93.7
102,6,No,0,10,1,Not Placed,86.6
105,8,Yes,8,5,1,Not Placed,87.1
99,3,No,0,4,0,Not Placed,99.8
90,3,No,0,6,5,Not Placed,90.1
69,5,No,1,10,3,Placed,91.5
105,10,Yes,9,6,1,Not Placed,97.6
121,4,Yes,10,6,4,Not Placed,57.6
91,8,No,10,7,4,Not Placed,74.9
106,6,No,5,2,5,Not Placed,79
76,8,No,8,4,3,Not Placed,66.5
106,7,No,4,9,3,Placed,92
94,2,No,8,5,0,Not Placed,88.1
88,9,No,8,1,3,Not Placed,86
88,6,Yes,7,6,4,Not Placed,99.9
94,6,No,10,5,3,Not Placed,63
105,2,No,6,2,1,Not Placed,86.8
80,9,No,2,3,1,Not Placed,77.6
94,1,Yes,9,3,5,Not Placed,65.6
99,6,No,2,7,5,Not Placed,58
83,8,No,3,5,3,Not Placed,94.8
126,2,No,8,9,2,Placed,79.8
87,3,No,2,1,3,Not Placed,91.2
89,10,Yes,7,3,0,Not Placed,77.3
85,10,No,7,10,4,Not Placed,61
126,7,No,5,8,4,Placed,66.9
108,1,No,1,3,3,Not Placed,69.1
85,5,No,5,3,2,Not Placed,98.6
116,6,Yes,3,8,4,Placed,50.3
103,10,Yes,6,10,2,Placed,99.3
103,7,Yes,10,3,4,Not Placed,99
94,10,No,0,2,1,Not Placed,99.8
88,10,No,2,3,0,Not Placed,73.8
105,7,Yes,7,2,4,Not Placed,98.2
91,3,Yes,0,8,3,Not Placed,69.8
127,7,Yes,9,5,1,Not Placed,51.3
80,1,No,2,3,2,Not Placed,61.2
123,4,Yes,2,8,0,Placed,97.3
98,7,Yes,7,8,2,Not Placed,50.7
104,7,No,0,4,2,Not Placed,77.3
112,4,No,9,9,4,Placed,53.8
90,1,No,4,1,1,Not Placed,64.3
112,8,No,6,7,0,Not Placed,54.4
59,4,No,3,5,1,Not Placed,93
89,2,Yes,9,7,1,Not Placed,79.6
86,4,No,2,10,5,Placed,95.1
81,8,No,9,8,4,Placed,84.4
96,8,No,5,3,2,Not Placed,98.6
105,5,Yes,4,3,1,Not Placed,75.5
110,2,Yes,1,1,2,Not Placed,81.9
103,7,No,5,5,1,Not Placed,78.8
90,3,Yes,10,8,0,Not Placed,74.2
105,6,No,2,1,3,Not Placed,92.3
101,9,Yes,8,2,3,Not Placed,82.2
114,5,No,2,2,3,Placed,90.1
111,9,No,8,10,4,Placed,89.3
